secid,timeframe,feature_set,label_set,signal_time,horizon_minutes,forward_return_pct,max_runup_pct,max_drawdown_pct,label_long,label_short,long_pnl_pct,short_pnl_pct,atr_14,atr_ratio_14_30,atr_ratio_5_14,bearish_engulfing,bollinger_band_pct,bullish_engulfing,candle_body_pct,ema_ratio_12_26,ema_ratio_20_60,ema_ratio_5_20,intraday_range_pct,lower_shadow_pct,macd_hist,macd_line,macd_signal,price_position_20,return_1,return_vs_imoex,return_vs_rts,rsi_14,sma_ratio_5_20,stoch_d_3,stoch_k_14,upper_shadow_pct,volatility_120,volatility_20,volatility_60,volume_zscore_20,horizon_30,horizon_60,horizon_120,news_count_60m,risk_alerts_60m,news_count_240m,risk_alerts_240m,news_count_1440m,risk_alerts_1440m,fund_earnings_yoy_value,fund_earnings_yoy_days_since,fund_dividend_yield_value,fund_dividend_yield_days_since,fund_net_debt_to_ebitda_value,fund_net_debt_to_ebitda_days_since,news_bullish_60m,news_bearish_60m,news_rule_score_avg_60m,news_event_count_60m,news_tfidf_60m_00,news_tfidf_60m_01,news_tfidf_60m_02,news_tfidf_60m_03,news_tfidf_60m_04,news_tfidf_60m_05,news_tfidf_60m_06,news_tfidf_60m_07,news_tfidf_60m_08,news_tfidf_60m_09,news_tfidf_60m_10,news_tfidf_60m_11,news_tfidf_60m_12,news_tfidf_60m_13,news_tfidf_60m_14,news_tfidf_60m_15,news_tfidf_60m_16,news_tfidf_60m_17,news_tfidf_60m_18,news_tfidf_60m_19,news_tfidf_60m_20,news_tfidf_60m_21,news_tfidf_60m_22,news_tfidf_60m_23,news_tfidf_60m_24,news_tfidf_60m_25,news_tfidf_60m_26,news_tfidf_60m_27,news_tfidf_60m_28,news_tfidf_60m_29,news_tfidf_60m_30,news_tfidf_60m_31,news_bullish_240m,news_bearish_240m,news_rule_score_avg_240m,news_event_count_240m,news_tfidf_240m_00,news_tfidf_240m_01,news_tfidf_240m_02,news_tfidf_240m_03,news_tfidf_240m_04,news_tfidf_240m_05,news_tfidf_240m_06,news_tfidf_240m_07,news_tfidf_240m_08,news_tfidf_240m_09,news_tfidf_240m_10,news_tfidf_240m_11,news_tfidf_240m_12,news_tfidf_240m_13,news_tfidf_240m_14,news_tfidf_240m_15,news_tfidf_240m_16,news_tfidf_240m_17,news_tfidf_240m_18,news_tfidf_240m_19,news_tfidf_240m_20,news_tfidf_240m_21,news_tfidf_240m_22,news_tfidf_240m_23,news_tfidf_240m_24,news_tfidf_240m_25,news_tfidf_240m_26,news_tfidf_240m_27,news_tfidf_240m_28,news_tfidf_240m_29,news_tfidf_240m_30,news_tfidf_240m_31,news_bullish_720m,news_bearish_720m,news_rule_score_avg_720m,news_event_count_720m,news_tfidf_720m_00,news_tfidf_720m_01,news_tfidf_720m_02,news_tfidf_720m_03,news_tfidf_720m_04,news_tfidf_720m_05,news_tfidf_720m_06,news_tfidf_720m_07,news_tfidf_720m_08,news_tfidf_720m_09,news_tfidf_720m_10,news_tfidf_720m_11,news_tfidf_720m_12,news_tfidf_720m_13,news_tfidf_720m_14,news_tfidf_720m_15,news_tfidf_720m_16,news_tfidf_720m_17,news_tfidf_720m_18,news_tfidf_720m_19,news_tfidf_720m_20,news_tfidf_720m_21,news_tfidf_720m_22,news_tfidf_720m_23,news_tfidf_720m_24,news_tfidf_720m_25,news_tfidf_720m_26,news_tfidf_720m_27,news_tfidf_720m_28,news_tfidf_720m_29,news_tfidf_720m_30,news_tfidf_720m_31
SBER,1m,tech_v3,intraday_v2,2025-11-15T15:11:00+0000,120,0.0006057342845603378,0.0009086014268406979,3.365190469796657e-05,False,False,0.0006057342845603378,-0.0006057342845603378,0.03642857142855454,0.9340659340658514,0.8235294117646508,0.0,0.8517323872762846,0.0,6.730833950339454e-05,2.5696357905724554e-05,-3.863235396028841e-07,4.5702728410867977e-05,0.00010095571409351714,3.3654169751601623e-05,0.003031686421835298,0.007635172246011734,0.004603485824176436,1.0,6.73083395033025e-05,6.73083395033025e-05,6.73083395033025e-05,73.33333333335355,6.0580359847461906e-05,0.9047619047619809,1.0,0.0,0.00011372866723826005,7.235156562185784e-05,0.00011110055946072077,1.5991530471846942,0.0,0.0,1.0,0,0,0,0,0,0,0.18,92.79930555555555,0.068,92.79930555555555,1.2,92.79930555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBER,1m,tech_v3,intraday_v2,2025-11-15T15:12:00+0000,30,-0.00013458950201872011,0.0001682368775235914,0.00013458950201872011,False,False,-0.00013458950201872011,0.00013458950201872011,0.039285714285694794,1.0338345864660772,0.8145454545454073,0.0,1.1127979133712755,0.0,0.00013460761879110114,4.039538645983498e-05,1.3785289013634738e-05,8.444805544094436e-05,0.00016823687752340016,0.0,0.00591953947861186,0.012002910172441261,0.006083370693829401,1.0,0.00013460761879113825,0.00013460761879113825,0.00013460761879113825,83.33333333334386,9.086962228521678e-05,0.9267399267399866,0.9230769230769903,3.3651904697775286e-05,0.00011009779183944815,7.805761044673956e-05,0.00010934785900917866,1.2623854340717018,1.0,0.0,0.0,0,0,0,0,0,0,0.18,92.8,0.068,92.8,1.2,92.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBER,1m,tech_v3,intraday_v2,2025-11-15T15:12:00+0000,60,0.0005383580080754543,0.0007738896366084058,0.0001682368775235914,False,False,0.0005383580080754543,-0.0005383580080754543,0.039285714285694794,1.0338345864660772,0.8145454545454073,0.0,1.1127979133712755,0.0,0.00013460761879110114,4.039538645983498e-05,1.3785289013634738e-05,8.444805544094436e-05,0.00016823687752340016,0.0,0.00591953947861186,0.012002910172441261,0.006083370693829401,1.0,0.00013460761879113825,0.00013460761879113825,0.00013460761879113825,83.33333333334386,9.086962228521678e-05,0.9267399267399866,0.9230769230769903,3.3651904697775286e-05,0.00011009779183944815,7.805761044673956e-05,0.00010934785900917866,1.2623854340717018,0.0,1.0,0.0,0,0,0,0,0,0,0.18,92.8,0.068,92.8,1.2,92.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBER,1m,tech_v3,intraday_v2,2025-11-15T15:12:00+0000,120,0.000471063257065903,0.0007738896366084058,0.0001682368775235914,False,False,0.000471063257065903,-0.000471063257065903,0.039285714285694794,1.0338345864660772,0.8145454545454073,0.0,1.1127979133712755,0.0,0.00013460761879110114,4.039538645983498e-05,1.3785289013634738e-05,8.444805544094436e-05,0.00016823687752340016,0.0,0.00591953947861186,0.012002910172441261,0.006083370693829401,1.0,0.00013460761879113825,0.00013460761879113825,0.00013460761879113825,83.33333333334386,9.086962228521678e-05,0.9267399267399866,0.9230769230769903,3.3651904697775286e-05,0.00011009779183944815,7.805761044673956e-05,0.00010934785900917866,1.2623854340717018,0.0,0.0,1.0,0,0,0,0,0,0,0.18,92.8,0.068,92.8,1.2,92.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBER,1m,tech_v3,intraday_v2,2025-11-15T15:13:00+0000,30,-0.0002355157795573986,0.00010093533409586405,0.0002355157795573986,False,False,-0.0002355157795573986,0.0002355157795573986,0.035714285714269475,0.9566326530611254,0.78400000000028,0.0,1.1199121768847038,0.0,3.3646243397085394e-05,5.681993174500022e-05,3.034705880811117e-05,0.00012116066002199055,3.3645111365479264e-05,0.0,0.008640170133549195,0.016883583360765897,0.008243413227216702,1.0,6.729475100963889e-05,6.729475100963889e-05,6.729475100963889e-05,78.57142857144598,0.00013125435411098785,0.9743589743589957,1.0,0.0,0.00010950787191240143,7.904358097417889e-05,0.00010962382409303917,-0.46644186483168965,1.0,0.0,0.0,0,0,0,0,0,0,0.18,92.80069444444445,0.068,92.80069444444445,1.2,92.80069444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBER,1m,tech_v3,intraday_v2,2025-11-15T15:13:00+0000,60,0.0004710315591144147,0.0007065473386716221,0.0002355157795573986,False,False,0.0004710315591144147,-0.0004710315591144147,0.035714285714269475,0.9566326530611254,0.78400000000028,0.0,1.1199121768847038,0.0,3.3646243397085394e-05,5.681993174500022e-05,3.034705880811117e-05,0.00012116066002199055,3.3645111365479264e-05,0.0,0.008640170133549195,0.016883583360765897,0.008243413227216702,1.0,6.729475100963889e-05,6.729475100963889e-05,6.729475100963889e-05,78.57142857144598,0.00013125435411098785,0.9743589743589957,1.0,0.0,0.00010950787191240143,7.904358097417889e-05,0.00010962382409303917,-0.46644186483168965,0.0,1.0,0.0,0,0,0,0,0,0,0.18,92.80069444444445,0.068,92.80069444444445,1.2,92.80069444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBER,1m,tech_v3,intraday_v2,2025-11-15T15:13:00+0000,120,0.0003364511136530714,0.0007065473386716221,0.0002355157795573986,False,False,0.0003364511136530714,-0.0003364511136530714,0.035714285714269475,0.9566326530611254,0.78400000000028,0.0,1.1199121768847038,0.0,3.3646243397085394e-05,5.681993174500022e-05,3.034705880811117e-05,0.00012116066002199055,3.3645111365479264e-05,0.0,0.008640170133549195,0.016883583360765897,0.008243413227216702,1.0,6.729475100963889e-05,6.729475100963889e-05,6.729475100963889e-05,78.57142857144598,0.00013125435411098785,0.9743589743589957,1.0,0.0,0.00010950787191240143,7.904358097417889e-05,0.00010962382409303917,-0.46644186483168965,0.0,0.0,1.0,0,0,0,0,0,0,0.18,92.80069444444445,0.068,92.80069444444445,1.2,92.80069444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBER,1m,tech_v3,intraday_v2,2025-11-15T15:14:00+0000,30,0.0003364511136530714,0.00043738644774912673,0.0002355157795573986,False,False,0.0003364511136530714,-0.0003364511136530714,0.032857142857129214,0.9043250327652809,0.7304347826093727,0.0,1.0307448208480685,0.0,3.3646243397085394e-05,6.903996608587093e-05,4.4745170022508773e-05,0.00013945644848556427,3.3645111365479264e-05,0.0,0.009817323100187608,0.020515067102451212,0.010697744002263605,1.0,0.0,0.0,0.0,91.66666666667456,0.0001615400148078372,0.9743589743589957,1.0,0.0,0.00010885946327156276,6.089700923630001e-05,0.00010962382409303917,-0.15739747494684875,1.0,0.0,0.0,0,0,0,0,0,0,0.18,92.8013888888889,0.068,92.8013888888889,1.2,92.8013888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBER,1m,tech_v3,intraday_v2,2025-11-15T15:14:00+0000,60,0.0005046766704797027,0.0007065473386716221,0.0002355157795573986,False,False,0.0005046766704797027,-0.0005046766704797027,0.032857142857129214,0.9043250327652809,0.7304347826093727,0.0,1.0307448208480685,0.0,3.3646243397085394e-05,6.903996608587093e-05,4.4745170022508773e-05,0.00013945644848556427,3.3645111365479264e-05,0.0,0.009817323100187608,0.020515067102451212,0.010697744002263605,1.0,0.0,0.0,0.0,91.66666666667456,0.0001615400148078372,0.9743589743589957,1.0,0.0,0.00010885946327156276,6.089700923630001e-05,0.00010962382409303917,-0.15739747494684875,0.0,1.0,0.0,0,0,0,0,0,0,0.18,92.8013888888889,0.068,92.8013888888889,1.2,92.8013888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBER,1m,tech_v3,intraday_v2,2025-11-15T15:14:00+0000,120,0.0003364511136530714,0.0007065473386716221,0.0002355157795573986,False,False,0.0003364511136530714,-0.0003364511136530714,0.032857142857129214,0.9043250327652809,0.7304347826093727,0.0,1.0307448208480685,0.0,3.3646243397085394e-05,6.903996608587093e-05,4.4745170022508773e-05,0.00013945644848556427,3.3645111365479264e-05,0.0,0.009817323100187608,0.020515067102451212,0.010697744002263605,1.0,0.0,0.0,0.0,91.66666666667456,0.0001615400148078372,0.9743589743589957,1.0,0.0,0.00010885946327156276,6.089700923630001e-05,0.00010962382409303917,-0.15739747494684875,0.0,0.0,1.0,0,0,0,0,0,0,0.18,92.8013888888889,0.068,92.8013888888889,1.2,92.8013888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBER,1m,tech_v3,intraday_v2,2025-11-15T15:15:00+0000,30,0.0003364511136530714,0.00043738644774912673,0.0002355157795573986,False,False,0.0003364511136530714,-0.0003364511136530714,0.031428571428563146,0.8811748998664493,0.8272727272736399,0.0,0.9633374966956219,0.0,0.0,7.782675066136946e-05,5.720494164718204e-05,0.00014606342795486782,6.729022273076729e-05,6.729022273076729e-05,0.009942970185131492,0.02312645673367797,0.013183486548546477,1.0,0.0,0.0,0.0,90.00000000001137,0.0001935072430603313,1.0,1.0,0.0,0.00010810747198795236,6.106803961596936e-05,0.00010216324101747329,-0.13132346691136842,1.0,0.0,0.0,0,0,0,0,0,0,0.18,92.80208333333333,0.068,92.80208333333333,1.2,92.80208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBER,1m,tech_v3,intraday_v2,2025-11-15T15:15:00+0000,60,0.0005046766704797027,0.0007065473386716221,0.0002355157795573986,False,False,0.0005046766704797027,-0.0005046766704797027,0.031428571428563146,0.8811748998664493,0.8272727272736399,0.0,0.9633374966956219,0.0,0.0,7.782675066136946e-05,5.720494164718204e-05,0.00014606342795486782,6.729022273076729e-05,6.729022273076729e-05,0.009942970185131492,0.02312645673367797,0.013183486548546477,1.0,0.0,0.0,0.0,90.00000000001137,0.0001935072430603313,1.0,1.0,0.0,0.00010810747198795236,6.106803961596936e-05,0.00010216324101747329,-0.13132346691136842,0.0,1.0,0.0,0,0,0,0,0,0,0.18,92.80208333333333,0.068,92.80208333333333,1.2,92.80208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBER,1m,tech_v3,intraday_v2,2025-11-15T15:15:00+0000,120,0.0003700962250183594,0.0007065473386716221,0.0002355157795573986,False,False,0.0003700962250183594,-0.0003700962250183594,0.031428571428563146,0.8811748998664493,0.8272727272736399,0.0,0.9633374966956219,0.0,0.0,7.782675066136946e-05,5.720494164718204e-05,0.00014606342795486782,6.729022273076729e-05,6.729022273076729e-05,0.009942970185131492,0.02312645673367797,0.013183486548546477,1.0,0.0,0.0,0.0,90.00000000001137,0.0001935072430603313,1.0,1.0,0.0,0.00010810747198795236,6.106803961596936e-05,0.00010216324101747329,-0.13132346691136842,0.0,0.0,1.0,0,0,0,0,0,0,0.18,92.80208333333333,0.068,92.80208333333333,1.2,92.80208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBER,1m,tech_v3,intraday_v2,2025-11-15T15:16:00+0000,30,0.0003364511136530714,0.00043738644774912673,0.0002355157795573986,False,False,0.0003364511136530714,-0.0003364511136530714,0.031428571428567205,0.9065934065934652,0.7636363636372187,0.0,0.9134856768380218,0.0,0.0,8.38236450924068e-05,6.792959870938198e-05,0.00014541064831807837,6.729022273076729e-05,6.729022273076729e-05,0.009380305086365961,0.02490886790650393,0.015528562820137967,1.0,0.0,0.0,0.0,90.00000000001137,0.00021201199382159253,1.0,1.0,0.0,0.00010774898646167508,6.106803961596936e-05,0.0001020959072505619,-0.7293732146768475,1.0,0.0,0.0,0,0,0,0,0,0,0.18,92.80277777777778,0.068,92.80277777777778,1.2,92.80277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBER,1m,tech_v3,intraday_v2,2025-11-15T15:16:00+0000,60,0.0005719668932102788,0.0007065473386716221,0.0002355157795573986,False,False,0.0005719668932102788,-0.0005719668932102788,0.031428571428567205,0.9065934065934652,0.7636363636372187,0.0,0.9134856768380218,0.0,0.0,8.38236450924068e-05,6.792959870938198e-05,0.00014541064831807837,6.729022273076729e-05,6.729022273076729e-05,0.009380305086365961,0.02490886790650393,0.015528562820137967,1.0,0.0,0.0,0.0,90.00000000001137,0.00021201199382159253,1.0,1.0,0.0,0.00010774898646167508,6.106803961596936e-05,0.0001020959072505619,-0.7293732146768475,0.0,1.0,0.0,0,0,0,0,0,0,0.18,92.80277777777778,0.068,92.80277777777778,1.2,92.80277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
