secid,timeframe,feature_set,label_set,signal_time,horizon_minutes,forward_return_pct,max_runup_pct,max_drawdown_pct,label_long,label_short,long_pnl_pct,short_pnl_pct,atr_14,bearish_engulfing,bollinger_band_pct,bullish_engulfing,candle_body_pct,ema_ratio_12_26,intraday_range_pct,lower_shadow_pct,macd_hist,macd_line,macd_signal,price_position_20,return_1,rsi_14,sma_ratio_5_20,stoch_d_3,stoch_k_14,upper_shadow_pct,volatility_20,volume_zscore_20,news_count_60m,risk_alerts_60m,news_count_240m,risk_alerts_240m,news_count_1440m,risk_alerts_1440m
SBER,1h,tech_v2,swing_v1,2024-10-02T14:00:00+0000,720,-0.020328882854341052,0.0009428980915742627,0.029946443388398573,False,False,-0.015,0.020328882854341052,1.2028571428571493,0.0,0.08552162646463951,0.0,-0.0030831704015641197,-0.0009569672873340762,0.003281285358678451,3.759963904343099e-05,-0.029809399239363987,-0.2551084264779888,-0.22529902723862483,0.0,-0.0030081973377453775,48.327137546468165,0.0010853114919089357,0.4674999999999964,0.2849999999999966,0.00015039855617393768,0.0029701945030075135,-0.3786884343033593,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T14:00:00+0000,1440,-0.003356717206004324,0.0009428980915742627,0.029946443388398573,False,False,-0.015,0.003356717206004324,1.2028571428571493,0.0,0.08552162646463951,0.0,-0.0030831704015641197,-0.0009569672873340762,0.003281285358678451,3.759963904343099e-05,-0.029809399239363987,-0.2551084264779888,-0.22529902723862483,0.0,-0.0030081973377453775,48.327137546468165,0.0010853114919089357,0.4674999999999964,0.2849999999999966,0.00015039855617393768,0.0029701945030075135,-0.3786884343033593,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T15:00:00+0000,240,-0.014101320599865812,0.0023129150190256084,0.017384167723644053,False,False,-0.015,0.014101320599865812,1.0049999999999994,0.0,-0.05707127961926447,0.0,-0.007479265402843535,-0.004301779743790646,0.011639185257032024,0.001332938388625643,-0.10664024045250448,-0.5860171605683604,-0.4793769201158559,0.0,-0.0074792654028434935,32.2422258592472,-0.004628829630392239,0.23381316272732622,0.05438066465257,0.0027399289099526406,0.004212563101408375,0.3013437016446429,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T15:00:00+0000,720,-0.023203760352160065,0.0023129150190256084,0.025516675371185463,False,False,-0.015,0.023203760352160065,1.0049999999999994,0.0,-0.05707127961926447,0.0,-0.007479265402843535,-0.004301779743790646,0.011639185257032024,0.001332938388625643,-0.10664024045250448,-0.5860171605683604,-0.4793769201158559,0.0,-0.0074792654028434935,32.2422258592472,-0.004628829630392239,0.23381316272732622,0.05438066465257,0.0027399289099526406,0.004212563101408375,0.3013437016446429,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T15:00:00+0000,1440,0.00022383048571216247,0.0023129150190256084,0.027680370066403105,False,False,-0.015,-0.00022383048571216247,1.0049999999999994,0.0,-0.05707127961926447,0.0,-0.007479265402843535,-0.004301779743790646,0.011639185257032024,0.001332938388625643,-0.10664024045250448,-0.5860171605683604,-0.4793769201158559,0.0,-0.0074792654028434935,32.2422258592472,-0.004628829630392239,0.23381316272732622,0.05438066465257,0.0027399289099526406,0.004212563101408375,0.3013437016446429,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T15:00:00+0000,240,-0.018729426009308128,0.0011351167278366738,0.021832078398728815,False,False,-0.015,0.018729426009308128,1.1378571428571473,0.0,-0.08902075913259701,0.0,-0.0032058535113523644,-0.0014959859346940219,0.0066593514699761274,0.002489250961756148,-0.13859781252059128,-0.39854629288936394,-0.25994848036877266,0.0,-0.0032058535113523856,39.590854392298674,-0.0009036580302511643,0.3070099160945848,0.15102974828375842,0.0009428980915742627,0.0030215951481727746,0.8035103633970971,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T15:00:00+0000,720,-0.017972681524083392,0.0011351167278366738,0.02682659200121091,False,False,-0.015,0.017972681524083392,1.1378571428571473,0.0,-0.08902075913259701,0.0,-0.0032058535113523644,-0.0014959859346940219,0.0066593514699761274,0.002489250961756148,-0.13859781252059128,-0.39854629288936394,-0.25994848036877266,0.0,-0.0032058535113523856,39.590854392298674,-0.0009036580302511643,0.3070099160945848,0.15102974828375842,0.0009428980915742627,0.0030215951481727746,0.8035103633970971,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T15:00:00+0000,1440,0.002535094025502134,0.002535094025502134,0.02682659200121091,False,False,-0.015,-0.002535094025502134,1.1378571428571473,0.0,-0.08902075913259701,0.0,-0.0032058535113523644,-0.0014959859346940219,0.0066593514699761274,0.002489250961756148,-0.13859781252059128,-0.39854629288936394,-0.25994848036877266,0.0,-0.0032058535113523856,39.590854392298674,-0.0009036580302511643,0.3070099160945848,0.15102974828375842,0.0009428980915742627,0.0030215951481727746,0.8035103633970971,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T16:00:00+0000,240,-0.01499216827030649,0.002013873349742748,0.017677332736630153,False,False,-0.015,0.01499216827030649,0.9599999999999999,0.0,0.033691362500847956,0.0,0.0003730786449782342,-0.004908638220455841,0.006638323263966483,0.0051484853007013704,-0.15082110425993123,-0.66790330044077,-0.5170821961808387,0.010752688172040874,0.0002984406476160828,34.41780821917807,-0.007359868111163292,0.15606012939911137,0.1932114882506485,0.0011192359349351266,0.004071227342360968,0.483053384234637,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T16:00:00+0000,720,-0.025061535019019806,0.002013873349742748,0.027970463190870442,False,False,-0.015,0.025061535019019806,0.9599999999999999,0.0,0.033691362500847956,0.0,0.0003730786449782342,-0.004908638220455841,0.006638323263966483,0.0051484853007013704,-0.15082110425993123,-0.66790330044077,-0.5170821961808387,0.010752688172040874,0.0002984406476160828,34.41780821917807,-0.007359868111163292,0.15606012939911137,0.1932114882506485,0.0011192359349351266,0.004071227342360968,0.483053384234637,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T16:00:00+0000,1440,-0.00014917580368450667,0.0023122249571119733,0.027970463190870442,False,False,-0.015,0.00014917580368450667,0.9599999999999999,0.0,0.033691362500847956,0.0,0.0003730786449782342,-0.004908638220455841,0.006638323263966483,0.0051484853007013704,-0.15082110425993123,-0.66790330044077,-0.5170821961808387,0.010752688172040874,0.0002984406476160828,34.41780821917807,-0.007359868111163292,0.15606012939911137,0.1932114882506485,0.0011192359349351266,0.004071227342360968,0.483053384234637,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T16:00:00+0000,240,-0.01675681809585054,0.0005295608427582038,0.022128078072398617,False,False,-0.015,0.01675681809585054,1.1357142857142881,0.0,8.058916044323128e-05,0.0,0.00026485054861896776,-0.0018778790630152864,0.005182131104134159,0.004086265607264412,-0.19204344224796527,-0.5000027831787293,-0.307959340930764,0.023809523809519378,0.00030269779408986786,30.85399449035829,-0.0031455404354149286,0.225538507447443,0.240585774058574,0.0008323874385167251,0.0026571392068760317,0.3043149100146432,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T16:00:00+0000,720,-0.021106782161364693,0.0005295608427582038,0.027121080304119288,False,False,-0.015,0.021106782161364693,1.1357142857142881,0.0,8.058916044323128e-05,0.0,0.00026485054861896776,-0.0018778790630152864,0.005182131104134159,0.004086265607264412,-0.19204344224796527,-0.5000027831787293,-0.307959340930764,0.023809523809519378,0.00030269779408986786,30.85399449035829,-0.0031455404354149286,0.225538507447443,0.240585774058574,0.0008323874385167251,0.0026571392068760317,0.3043149100146432,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T16:00:00+0000,1440,0.0015886825282748266,0.004047357869652355,0.027121080304119288,False,False,-0.015,-0.0015886825282748266,1.1357142857142881,0.0,8.058916044323128e-05,0.0,0.00026485054861896776,-0.0018778790630152864,0.005182131104134159,0.004086265607264412,-0.19204344224796527,-0.5000027831787293,-0.307959340930764,0.023809523809519378,0.00030269779408986786,30.85399449035829,-0.0031455404354149286,0.225538507447443,0.240585774058574,0.0008323874385167251,0.0026571392068760317,0.3043149100146432,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T17:00:00+0000,240,0.0021913253740365123,0.004080398972343902,0.00483602841166703,False,False,0.0021913253740365123,-0.0021913253740365123,1.037857142857143,1.0,-0.19672992837436082,0.0,-0.012977326968973813,-0.006351336198415991,0.016926099440834282,0.001789976133651619,-0.2762969409877756,-0.8624533724155583,-0.5861564314277827,0.0,-0.012903707018721455,30.547112462006012,-0.01036704959372381,0.09834099431424864,0.047430830039527465,0.0019391408114557793,0.004562758192070235,2.166965550262203,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T17:00:00+0000,720,-0.010654375094453654,0.004080398972343902,0.015263714674323789,False,False,-0.015,0.010654375094453654,1.037857142857143,1.0,-0.19672992837436082,0.0,-0.012977326968973813,-0.006351336198415991,0.016926099440834282,0.001789976133651619,-0.2762969409877756,-0.8624533724155583,-0.5861564314277827,0.0,-0.012903707018721455,30.547112462006012,-0.01036704959372381,0.09834099431424864,0.047430830039527465,0.0019391408114557793,0.004562758192070235,2.166965550262203,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T17:00:00+0000,1440,0.011938945141302585,0.016246032945443595,0.015263714674323789,False,False,-0.015,-0.015,1.037857142857143,1.0,-0.19672992837436082,0.0,-0.012977326968973813,-0.006351336198415991,0.016926099440834282,0.001789976133651619,-0.2762969409877756,-0.8624533724155583,-0.5861564314277827,0.0,-0.012903707018721455,30.547112462006012,-0.01036704959372381,0.09834099431424864,0.047430830039527465,0.0019391408114557793,0.004562758192070235,2.166965550262203,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T17:00:00+0000,240,-0.011164456637707692,0.00011431184270701707,0.014936747447035574,False,False,-0.011164456637707692,0.011164456637707692,1.191428571428572,1.0,-0.23949146034117935,0.0,-0.007337922687041371,-0.002736158428164104,0.008078036884621264,0.0001891217187382229,-0.3358353776088854,-0.7277535629418708,-0.3919181853329854,0.0,-0.007300374475167404,25.19685039370077,-0.005526399416333927,0.1335093927712713,0.008912655971481507,0.0004917164687192505,0.0029870443439491833,1.113860558408273,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T17:00:00+0000,720,-0.01695625666819078,0.00011431184270701707,0.01996646852613934,False,False,-0.015,0.01695625666819078,1.191428571428572,1.0,-0.23949146034117935,0.0,-0.007337922687041371,-0.002736158428164104,0.008078036884621264,0.0001891217187382229,-0.3358353776088854,-0.7277535629418708,-0.3919181853329854,0.0,-0.007300374475167404,25.19685039370077,-0.005526399416333927,0.1335093927712713,0.008912655971481507,0.0004917164687192505,0.0029870443439491833,1.113860558408273,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T17:00:00+0000,1440,0.009945130315500738,0.011431184270690443,0.01996646852613934,False,False,-0.015,-0.009945130315500738,1.191428571428572,1.0,-0.23949146034117935,0.0,-0.007337922687041371,-0.002736158428164104,0.008078036884621264,0.0001891217187382229,-0.3358353776088854,-0.7277535629418708,-0.3919181853329854,0.0,-0.007300374475167404,25.19685039370077,-0.005526399416333927,0.1335093927712713,0.008912655971481507,0.0004917164687192505,0.0029870443439491833,1.113860558408273,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T18:00:00+0000,240,0.001285249867694772,0.004611778937022645,0.00400695546987224,False,False,0.001285249867694772,-0.001285249867694772,1.03857142857143,0.0,-0.09957370236392439,0.0,-0.0004534119247336376,-0.007456900909365571,0.006426249338474504,0.004307413284969558,-0.339582182541584,-1.0106341596047628,-0.6710519770631788,0.0,-0.0005289406075260628,29.80332829046904,-0.013284274610633307,0.11501264089526138,0.1043956043956082,0.0016625103906899332,0.004432867835081752,0.4119543352698875,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T18:00:00+0000,720,0.0015876616012699745,0.007787102139563023,0.014742572011794186,False,False,0.0015876616012699745,-0.0015876616012699745,1.03857142857143,0.0,-0.09957370236392439,0.0,-0.0004534119247336376,-0.007456900909365571,0.006426249338474504,0.004307413284969558,-0.339582182541584,-1.0106341596047628,-0.6710519770631788,0.0,-0.0005289406075260628,29.80332829046904,-0.013284274610633307,0.11501264089526138,0.1043956043956082,0.0016625103906899332,0.004432867835081752,0.4119543352698875,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T18:00:00+0000,1440,0.005972631738111378,0.01678385121342707,0.014742572011794186,False,False,0.005972631738111378,-0.015,1.03857142857143,0.0,-0.09957370236392439,0.0,-0.0004534119247336376,-0.007456900909365571,0.006426249338474504,0.004307413284969558,-0.339582182541584,-1.0106341596047628,-0.6710519770631788,0.0,-0.0005289406075260628,29.80332829046904,-0.013284274610633307,0.11501264089526138,0.1043956043956082,0.0016625103906899332,0.004432867835081752,0.4119543352698875,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T18:00:00+0000,240,0.003403991954200818,0.006691938728144896,0.0,False,False,0.003403991954200818,-0.003403991954200818,1.392857142857147,0.0,-0.3817477855289037,0.0,-0.014974280815393435,-0.004561017538620704,0.015279282067151654,0.0,-0.6549485304246541,-1.210603848363803,-0.555655317939149,0.0,-0.014936747447035548,17.777777777777814,-0.009770416857311615,0.08316614334335183,0.0,7.620499142708575e-05,0.004368101175042315,3.0100604387768577,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T18:00:00+0000,720,0.015240600340399188,0.015279282067151654,0.005105987931301227,False,False,0.015240600340399188,-0.015,1.392857142857147,0.0,-0.3817477855289037,0.0,-0.014974280815393435,-0.004561017538620704,0.015279282067151654,0.0,-0.6549485304246541,-1.210603848363803,-0.555655317939149,0.0,-0.014936747447035548,17.777777777777814,-0.009770416857311615,0.08316614334335183,0.0,7.620499142708575e-05,0.004368101175042315,3.0100604387768577,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T18:00:00+0000,1440,0.022435401516323734,0.02676775491257936,0.005105987931301227,False,False,0.022435401516323734,-0.015,1.392857142857147,0.0,-0.3817477855289037,0.0,-0.014974280815393435,-0.004561017538620704,0.015279282067151654,0.0,-0.6549485304246541,-1.210603848363803,-0.555655317939149,0.0,-0.014936747447035548,17.777777777777814,-0.009770416857311615,0.08316614334335183,0.0,7.620499142708575e-05,0.004368101175042315,3.0100604387768577,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T19:00:00+0000,240,-0.000151354623883622,0.0056001210836991765,0.002043287422430618,False,False,-0.000151354623883622,0.000151354623883622,1.0128571428571433,0.0,-0.02913261929496435,0.0,-0.0023405058512646457,-0.008320463061333161,0.0068866353867110385,0.0030200075500187037,-0.36362513028079224,-1.1255833899141692,-0.7619582596333769,0.0,-0.0009828381341198122,25.58502340093584,-0.015791596812813835,0.07747083834040523,0.08058608058608005,0.0015100037750095665,0.0043723594343941866,-0.4817938728835217,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T19:00:00+0000,720,0.010821855607688868,0.015286817012259804,0.013773270773422077,False,False,0.010821855607688868,-0.015,1.0128571428571433,0.0,-0.02913261929496435,0.0,-0.0023405058512646457,-0.008320463061333161,0.0068866353867110385,0.0030200075500187037,-0.36362513028079224,-1.1255833899141692,-0.7619582596333769,0.0,-0.0009828381341198122,25.58502340093584,-0.015791596812813835,0.07747083834040523,0.08058608058608005,0.0015100037750095665,0.0043723594343941866,-0.4817938728835217,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T19:00:00+0000,1440,0.008400181625548765,0.017784168306341934,0.013773270773422077,False,False,0.008400181625548765,-0.015,1.0128571428571433,0.0,-0.02913261929496435,0.0,-0.0023405058512646457,-0.008320463061333161,0.0068866353867110385,0.0030200075500187037,-0.36362513028079224,-1.1255833899141692,-0.7619582596333769,0.0,-0.0009828381341198122,25.58502340093584,-0.015791596812813835,0.07747083834040523,0.08058608058608005,0.0015100037750095665,0.0043723594343941866,-0.4817938728835217,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T19:00:00+0000,240,-0.00011567826019886141,0.0035089072260354173,0.002853397084907659,False,False,-0.00011567826019886141,0.00011567826019886141,1.4264285714285774,0.0,-0.11099887833055654,0.0,0.0009649156663707592,-0.005697538667829072,0.00539831880928524,0.002200007719325305,-0.7632327003455597,-1.5096961933710986,-0.7464634930255389,0.08981380065717345,0.0031719015936870765,23.739332816136468,-0.012871150862255876,0.03180351542227976,0.08649789029535776,0.0022386043459803194,0.004433148683226015,0.318162180107098,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T19:00:00+0000,720,0.01584792164725848,0.019241150613094817,0.0082517158941929,False,False,0.01584792164725848,-0.015,1.4264285714285774,0.0,-0.11099887833055654,0.0,0.0009649156663707592,-0.005697538667829072,0.00539831880928524,0.002200007719325305,-0.7632327003455597,-1.5096961933710986,-0.7464634930255389,0.08981380065717345,0.0031719015936870765,23.739332816136468,-0.012871150862255876,0.03180351542227976,0.08649789029535776,0.0022386043459803194,0.004433148683226015,0.318162180107098,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T19:00:00+0000,1440,0.020552170895349893,0.023521246240456633,0.0082517158941929,False,False,0.020552170895349893,-0.015,1.4264285714285774,0.0,-0.11099887833055654,0.0,0.0009649156663707592,-0.005697538667829072,0.00539831880928524,0.002200007719325305,-0.7632327003455597,-1.5096961933710986,-0.7464634930255389,0.08981380065717345,0.0031719015936870765,23.739332816136468,-0.012871150862255876,0.03180351542227976,0.08649789029535776,0.0022386043459803194,0.004433148683226015,0.318162180107098,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T20:00:00+0000,240,-0.0034832651824928665,0.006209298803574081,0.0034832651824928665,False,False,-0.0034832651824928665,0.0034832651824928665,0.9671428571428565,0.0,0.03383686885190521,0.0,-0.0006054184955349183,-0.008954335674469793,0.0040890504316219295,0.0013621916149538886,-0.35779173904044015,-1.2091979334339271,-0.851406194393487,0.0,-0.0006054184955349706,19.031719532554092,-0.017158361782335096,0.08363858363858552,0.06593406593406834,0.002118964734372644,0.004305661261557668,-1.0943769686272622,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T20:00:00+0000,720,0.00719369983340897,0.01590186278964103,0.013175829168559814,False,False,0.00719369983340897,-0.015,0.9671428571428565,0.0,0.03383686885190521,0.0,-0.0006054184955349183,-0.008954335674469793,0.0040890504316219295,0.0013621916149538886,-0.35779173904044015,-1.2091979334339271,-0.851406194393487,0.0,-0.0006054184955349706,19.031719532554092,-0.017158361782335096,0.08363858363858552,0.06593406593406834,0.002118964734372644,0.004305661261557668,-1.0943769686272622,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T20:00:00+0000,1440,0.006360745115856455,0.018400726942299005,0.013175829168559814,False,False,0.006360745115856455,-0.015,0.9671428571428565,0.0,0.03383686885190521,0.0,-0.0006054184955349183,-0.008954335674469793,0.0040890504316219295,0.0013621916149538886,-0.35779173904044015,-1.2091979334339271,-0.851406194393487,0.0,-0.0006054184955349706,19.031719532554092,-0.017158361782335096,0.08363858363858552,0.06593406593406834,0.002118964734372644,0.004305661261557668,-1.0943769686272622,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T20:00:00+0000,240,-0.0024236362237439234,0.0003077633299991694,0.005155035777487016,False,False,-0.0024236362237439234,0.0024236362237439234,1.3614285714285796,0.0,0.030614935380503642,0.0,0.0023135652039794202,-0.006345262712472266,0.004000923289990076,0.0005012724608621711,-0.745997237435499,-1.6789600398199127,-0.9329628023844138,0.15553121577218146,0.0023135652039794063,27.832699619771986,-0.015135959416000877,0.07876230661040805,0.14978902953586637,0.001195342022055997,0.004488078370928584,-0.5445882013814742,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T20:00:00+0000,720,0.011348772793721585,0.016888512733707728,0.010540894052473684,False,False,0.011348772793721585,-0.015,1.3614285714285796,0.0,0.030614935380503642,0.0,0.0023135652039794202,-0.006345262712472266,0.004000923289990076,0.0005012724608621711,-0.745997237435499,-1.6789600398199127,-0.9329628023844138,0.15553121577218146,0.0023135652039794063,27.832699619771986,-0.015135959416000877,0.07876230661040805,0.14978902953586637,0.001195342022055997,0.004488078370928584,-0.5445882013814742,0,0,0,0,0,0
SBER,1h,tech_v2,swing_v1,2024-10-02T20:00:00+0000,1440,0.016311456489959256,0.021158728937447104,0.010540894052473684,False,False,0.016311456489959256,-0.015,1.3614285714285796,0.0,0.030614935380503642,0.0,0.0023135652039794202,-0.006345262712472266,0.004000923289990076,0.0005012724608621711,-0.745997237435499,-1.6789600398199127,-0.9329628023844138,0.15553121577218146,0.0023135652039794063,27.832699619771986,-0.015135959416000877,0.07876230661040805,0.14978902953586637,0.001195342022055997,0.004488078370928584,-0.5445882013814742,0,0,0,0,0,0
GAZP,1h,tech_v2,swing_v1,2024-10-02T21:00:00+0000,240,-0.010631078941415944,0.0007539772298876146,0.014174771921887925,False,False,-0.010631078941415944,0.010631078941415944,1.0028571428571422,0.0,0.16693045648048999,1.0,0.0043162199000453825,-0.00901260782268587,0.007615170021865271,0.0014387399666817942,-0.2912412721080073,-1.2154577845284962,-0.9242165124204889,0.11850311850311702,0.004316219900045493,25.384615384615145,-0.017993942633172777,0.10561660561660657,0.17032967032967133,0.001893078903528699,0.004502242430648853,-0.8761759671957307,0,0,0,0,0,0
