secid,board,timeframe,timestamp,open,high,low,close,volume,value,trades
NVTK,TQBR,1d,2024-07-29 00:00:00+00:00,1065.0,1065.2,1020.0,1020.8,3285821,3408645791.2,
NVTK,TQBR,1d,2024-07-30 00:00:00+00:00,1020.0,1053.8,1010.0,1048.6,3428527,3557138908.8,
NVTK,TQBR,1d,2024-07-31 00:00:00+00:00,1053.0,1056.0,1033.0,1043.6,1933827,2018400889.8,
NVTK,TQBR,1d,2024-08-01 00:00:00+00:00,1045.0,1053.2,1027.0,1029.0,1563726,1627748258.6,
NVTK,TQBR,1d,2024-08-02 00:00:00+00:00,1029.6,1037.4,1015.2,1018.4,1965891,2013426521.8,
