secid,board,timeframe,timestamp,open,high,low,close,volume,value,trades
YNDX,TQBR,1d,2024-04-22 00:00:00+00:00,4265.0,4348.6,4069.2,4290.2,2292855,9709709371.8,
YNDX,TQBR,1d,2024-04-23 00:00:00+00:00,4290.2,4299.0,4152.6,4172.2,816658,3438514522.4,
YNDX,TQBR,1d,2024-04-24 00:00:00+00:00,4164.0,4184.6,4087.4,4111.8,904365,3726552622.6,
YNDX,TQBR,1d,2024-04-25 00:00:00+00:00,4100.6,4184.6,4020.2,4164.6,1439124,5894092994.2,
YNDX,TQBR,1d,2024-04-26 00:00:00+00:00,4165.0,4251.0,4101.2,4231.6,1019800,4256294043.8,
YNDX,TQBR,1d,2024-04-27 00:00:00+00:00,4231.6,4260.4,4120.4,4160.2,845557,3540645556.2,
