epoch,lr-Adam,step,train_loss,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc
,0.001,0,,,,,,
0,,19,0.009142504073679447,,,,,
0,,39,0.01768384501338005,,,,,
0,,59,0.0055806394666433334,,,,,
0,,79,0.017703242599964142,,,,,
0,,99,0.0188158992677927,,,,,
0,,119,0.014326621778309345,,,,,
0,,139,0.015531910583376884,,,,,
0,,159,0.02140471339225769,,,,,
0,,179,0.025874312967061996,,,,,
0,,199,0.006977636367082596,,,,,
0,,219,0.013019602745771408,,,,,
0,,239,0.011792274191975594,,,,,
0,,259,0.016862977296113968,,,,,
0,,279,0.00593796418979764,,,,,
0,,299,0.013115715235471725,,,,,
0,,319,0.016087133437395096,,,,,
0,,339,0.01436583511531353,,,,,
0,,359,0.006199005991220474,,,,,
0,,379,0.0075777387246489525,,,,,
0,,399,0.015663519501686096,,,,,
0,,419,0.01731812208890915,,,,,
0,,439,0.01727929152548313,,,,,
0,,459,0.018883824348449707,,,,,
0,,479,0.014219842851161957,,,,,
0,,499,0.010142632760107517,,,,,
0,,519,0.00841982290148735,,,,,
0,,539,0.008332179859280586,,,,,
0,,559,0.013476450927555561,,,,,
0,,579,0.011656206101179123,,,,,
0,,599,0.010283082723617554,,,,,
0,,619,0.007819638587534428,,,,,
0,,639,0.005020175129175186,,,,,
0,,659,0.004668409004807472,,,,,
0,,679,0.017665302380919456,,,,,
0,,699,0.013655750080943108,,,,,
0,,719,0.011528591625392437,,,,,
0,,739,0.005937414243817329,,,,,
0,,759,0.01700601726770401,,,,,
0,,779,0.010960027575492859,,,,,
0,,799,0.007985467091202736,,,,,
0,,819,0.006282949820160866,,,,,
0,,839,0.005970739759504795,,,,,
0,,859,0.011565848253667355,,,,,
0,,879,0.005762758664786816,,,,,
0,,899,0.02099349908530712,,,,,
0,,919,0.012185565195977688,,,,,
0,,939,0.011205712333321571,,,,,
0,,959,0.01600293256342411,,,,,
0,,979,0.02144424058496952,,,,,
0,,999,0.011374466121196747,,,,,
0,,1019,0.014173280447721481,,,,,
0,,1039,0.023768868297338486,,,,,
0,,1059,0.01902886852622032,,,,,
0,,1079,0.017252659425139427,,,,,
0,,1099,0.015718981623649597,,,,,
0,,1119,0.0018788940506055951,,,,,
0,,1139,0.011660955846309662,,,,,
0,,1159,0.011543680913746357,,,,,
0,,1179,0.015227414667606354,,,,,
0,,1199,0.005720540415495634,,,,,
0,,1219,0.010952230542898178,,,,,
0,,1239,0.008043143898248672,,,,,
0,,1259,0.011242078617215157,,,,,
0,,1279,0.023841556161642075,,,,,
0,,1299,0.01509675569832325,,,,,
0,,1319,0.018642060458660126,,,,,
0,,1339,0.004674177151173353,,,,,
0,,1359,0.01863509602844715,,,,,
0,,1379,0.006055624224245548,,,,,
0,,1399,0.014483077451586723,,,,,
0,,1419,0.0121864452958107,,,,,
0,,1439,0.016067612916231155,,,,,
0,,1459,0.010809332132339478,,,,,
0,,1479,0.010876085609197617,,,,,
0,,1499,0.01313516590744257,,,,,
0,,1519,0.013432428240776062,,,,,
0,,1539,0.014142932370305061,,,,,
0,,1559,0.015347551554441452,,,,,
0,,1579,0.011117639020085335,,,,,
0,,1599,0.015198495239019394,,,,,
0,,1619,0.022708993405103683,,,,,
0,,1639,0.01598121039569378,,,,,
0,,1659,0.01645176112651825,,,,,
0,,1679,0.013125087134540081,,,,,
0,,1699,0.011094896122813225,,,,,
0,,1719,0.008694419637322426,,,,,
0,,1739,0.012516837567090988,,,,,
0,,1759,0.013427255675196648,,,,,
0,,1779,0.009235899895429611,,,,,
0,,1799,0.0133474450558424,,,,,
0,,1819,0.017583094537258148,,,,,
0,,1839,0.010477133095264435,,,,,
0,,1859,0.01671445742249489,,,,,
0,,1879,0.01053628884255886,,,,,
0,,1899,0.01118679903447628,,,,,
0,,1919,0.013395366258919239,,,,,
0,,1939,0.019760888069868088,,,,,
0,,1959,0.017129093408584595,,,,,
0,,1979,0.005089816637337208,,,,,
0,,1999,0.004906110931187868,,,,,
0,,2019,0.014263425022363663,,,,,
0,,2039,0.015446982346475124,,,,,
0,,2059,0.008097614161670208,,,,,
0,,2079,0.011058134026825428,,,,,
0,,2099,0.007224962115287781,,,,,
0,,2119,0.010465048253536224,,,,,
0,,2139,0.016624152660369873,,,,,
0,,2159,0.010803472250699997,,,,,
0,,2179,0.014143535867333412,,,,,
0,,2199,0.008992763236165047,,,,,
0,,2219,0.016468755900859833,,,,,
0,,2239,0.01684403233230114,,,,,
0,,2259,0.008840624243021011,,,,,
0,,2279,0.007922457531094551,,,,,
0,,2299,0.014742447063326836,,,,,
0,,2319,0.007630613632500172,,,,,
0,,2339,0.005944803357124329,,,,,
0,,2359,0.009296339005231857,,,,,
0,,2379,0.016712356358766556,,,,,
0,,2399,0.012656312435865402,,,,,
0,,2419,0.01316488441079855,,,,,
0,,2439,0.011611520312726498,,,,,
0,,2459,0.01106866355985403,,,,,
0,,2479,0.007570748217403889,,,,,
0,,2499,0.002351313829421997,,,,,
0,,2519,0.010670620016753674,,,,,
0,,2539,0.021725988015532494,,,,,
0,,2559,0.01673177443444729,,,,,
0,,2579,0.01408855989575386,,,,,
0,,2599,0.008523819036781788,,,,,
0,,2619,0.015416680835187435,,,,,
0,,2639,0.01978117786347866,,,,,
0,,2659,0.006262827664613724,,,,,
0,,2679,0.015414554625749588,,,,,
0,,2699,0.01105005107820034,,,,,
0,,2719,0.01372012123465538,,,,,
0,,2739,0.014084131456911564,,,,,
0,,2759,0.013893112540245056,,,,,
0,,2779,0.006100648082792759,,,,,
0,,2799,0.015357036143541336,,,,,
0,,2819,0.019125116989016533,,,,,
0,,2839,0.008380332961678505,,,,,
0,,2859,0.017399735748767853,,,,,
0,,2879,0.008779755793511868,,,,,
0,,2899,0.02036445215344429,,,,,
0,,2919,0.010985049419105053,,,,,
0,,2939,0.013629822060465813,,,,,
0,,2959,0.00909179076552391,,,,,
0,,2979,0.018452638760209084,,,,,
0,,2999,0.01076691597700119,,,,,
0,,3019,0.018098628148436546,,,,,
0,,3039,0.010200832039117813,,,,,
0,,3059,0.008835529908537865,,,,,
0,,3079,0.00581787433475256,,,,,
0,,3099,0.020580435171723366,,,,,
0,,3119,0.015891410410404205,,,,,
0,,3139,0.007003173232078552,,,,,
0,,3159,0.01961154118180275,,,,,
0,,3179,0.01406419649720192,,,,,
0,,3199,0.013463281095027924,,,,,
0,,3219,0.004725701175630093,,,,,
0,,3239,0.005879192613065243,,,,,
0,,3259,0.011254972778260708,,,,,
0,,3279,0.019368477165699005,,,,,
0,,3299,0.004843947011977434,,,,,
0,,3319,0.01696144789457321,,,,,
0,,3339,0.011064212769269943,,,,,
0,,3359,0.006593735888600349,,,,,
0,,3379,0.013953610323369503,,,,,
0,,3399,0.01496858149766922,,,,,
0,,3419,0.014136793091893196,,,,,
0,,3439,0.004864868242293596,,,,,
0,,3459,0.0029039697255939245,,,,,
0,,3479,0.010934139601886272,,,,,
0,,3499,0.010454434901475906,,,,,
0,,3519,0.008999563753604889,,,,,
0,,3539,0.013305219821631908,,,,,
0,,3559,0.008024617098271847,,,,,
0,,3579,0.00884710531681776,,,,,
0,,3599,0.010092532262206078,,,,,
0,,3619,0.005422581918537617,,,,,
0,,3639,0.011446835473179817,,,,,
0,,3659,0.013380701653659344,,,,,
0,,3679,0.013380139134824276,,,,,
0,,3699,0.014178240671753883,,,,,
0,,3719,0.007501585409045219,,,,,
0,,3739,0.01326792687177658,,,,,
0,,3759,0.010838682763278484,,,,,
0,,3779,0.013746874406933784,,,,,
0,,3799,0.007355354260653257,,,,,
0,,3819,0.023845449090003967,,,,,
0,,3839,0.007101846858859062,,,,,
0,,3859,0.002833743579685688,,,,,
0,,3879,0.02017098292708397,,,,,
0,,3899,0.007393103092908859,,,,,
0,,3919,0.007180019747465849,,,,,
0,,3939,0.016421986743807793,,,,,
0,,3959,0.0022975094616413116,,,,,
0,,3979,0.016509518027305603,,,,,
0,,3999,0.014696851372718811,,,,,
0,,4019,0.010682872496545315,,,,,
0,,4039,0.022347034886479378,,,,,
0,,4059,0.021264880895614624,,,,,
0,,4079,0.0019645344000309706,,,,,
0,,4099,0.01906975544989109,,,,,
0,,4119,0.013888947665691376,,,,,
0,,4139,0.019201332703232765,,,,,
0,,4159,0.005877952557057142,,,,,
0,,4179,0.006204068660736084,,,,,
0,,4199,0.010156913660466671,,,,,
0,,4219,0.017215624451637268,,,,,
0,,4239,0.01374004315584898,,,,,
0,,4259,0.00862489826977253,,,,,
0,,4279,0.007865111343562603,,,,,
0,,4299,0.005120346322655678,,,,,
0,,4319,0.015898915007710457,,,,,
0,,4339,0.012106950394809246,,,,,
0,,4359,0.0171186700463295,,,,,
0,,4379,0.005069129168987274,,,,,
0,,4399,0.006303018890321255,,,,,
0,,4419,0.008356412872672081,,,,,
0,,4439,0.007548155263066292,,,,,
0,,4459,0.016965113580226898,,,,,
0,,4479,0.010728326626121998,,,,,
0,,4499,0.004506581928580999,,,,,
0,,4519,0.0194709375500679,,,,,
0,,4539,0.0091404365375638,,,,,
0,,4559,0.016352109611034393,,,,,
0,,4579,0.014386084862053394,,,,,
0,,4599,0.012836316600441933,,,,,
0,,4619,0.010883794166147709,,,,,
0,,4639,0.013740160502493382,,,,,
0,,4659,0.011030789464712143,,,,,
0,,4679,0.010970648378133774,,,,,
0,,4699,0.005719931796193123,,,,,
0,,4719,0.01048534456640482,,,,,
0,,4739,0.011284842155873775,,,,,
0,,4759,0.018515411764383316,,,,,
0,,4779,0.01678229123353958,,,,,
0,,4799,0.019188866019248962,,,,,
0,,4819,0.0055512115359306335,,,,,
0,,4839,0.024298045784235,,,,,
0,,4859,0.011395150795578957,,,,,
0,,4879,0.012850369326770306,,,,,
0,,4899,0.02385515160858631,,,,,
0,,4919,0.010557813569903374,,,,,
0,,4939,0.013639606535434723,,,,,
0,,4959,0.0049208663403987885,,,,,
0,,4979,0.011484546586871147,,,,,
0,,4999,0.008519724011421204,,,,,
0,,5019,0.0056658899411559105,,,,,
0,,5039,0.007686639204621315,,,,,
0,,5059,0.019110538065433502,,,,,
0,,5079,0.006011210381984711,,,,,
0,,5099,0.008874231949448586,,,,,
0,,5119,0.003084785770624876,,,,,
0,,5139,0.008245852775871754,,,,,
0,,5159,0.0050690267235040665,,,,,
0,,5179,0.011056670919060707,,,,,
0,,5199,0.01793283224105835,,,,,
0,,5219,0.024599943310022354,,,,,
0,,5239,0.01545283105224371,,,,,
0,,5259,0.015442244708538055,,,,,
0,,5279,0.0022708699107170105,,,,,
0,,5299,0.008953483775258064,,,,,
0,,5319,0.02137952297925949,,,,,
